0.000000000000000000e+00,-2.261552343750000000e+04,6.799999999999999378e-01,9.687314033508300781e-01,-2.334550390625000000e+04,7.299804687500000000e+02,7.707401694335942466e+00,1.633999999999999986e+01
0.000000000000000000e+00,-2.063293945312500000e+04,2.579999999999999627e+00,8.838078379631042480e-01,-2.334550390625000000e+04,2.712564453125000000e+03,7.707401694335942466e+00,1.633999999999999986e+01
1.000000000000000000e+00,-2.231644921875000000e+04,5.900000000000000799e-01,9.598353505134582520e-01,-2.325028906250000000e+04,9.338398437500000000e+02,2.109194014282227414e+00,1.036899999999999977e+02
1.000000000000000000e+00,-2.021073828125000000e+04,1.000000000000000021e-02,8.692682385444641113e-01,-2.325028906250000000e+04,3.039550781250000000e+03,2.109194014282227414e+00,1.036899999999999977e+02
1.000000000000000000e+00,-2.098130859375000000e+04,5.799999999999999600e-01,9.024106264114379883e-01,-2.325028906250000000e+04,2.268980468750000000e+03,2.109194014282227414e+00,1.036899999999999977e+02
2.000000000000000000e+00,-1.847123632812500000e+04,4.200000000000000400e-01,7.988979816436767578e-01,-2.312089453125000000e+04,4.649658203125000000e+03,2.326898144531251091e+02,1.143900000000000006e+02
2.000000000000000000e+00,-2.165311328125000000e+04,1.570799999999999841e+02,9.365171194076538086e-01,-2.312089453125000000e+04,1.467781250000000000e+03,2.326898144531251091e+02,1.143900000000000006e+02
3.000000000000000000e+00,-2.232255468750000000e+04,8.800000000000000044e-01,9.643509387969970703e-01,-2.314775000000000000e+04,8.251953125000000000e+02,1.510086699218749118e+01,3.316100000000000136e+02
3.000000000000000000e+00,-2.075527734375000000e+04,5.919999999999999929e+00,8.966434001922607422e-01,-2.314775000000000000e+04,2.392472656250000000e+03,1.510086699218749118e+01,3.316100000000000136e+02
4.000000000000000000e+00,-2.035722265625000000e+04,4.500000000000000111e-01,8.733218312263488770e-01,-2.331010351562500000e+04,2.952880859375000000e+03,6.247668668212888576e+00,3.457599999999999909e+02
4.000000000000000000e+00,-2.112203125000000000e+04,2.160000000000000142e+00,9.061320424079895020e-01,-2.331010351562500000e+04,2.188072265625000000e+03,6.247668668212888576e+00,3.457599999999999909e+02
5.000000000000000000e+00,-2.197382812500000000e+04,1.250000000000000000e+00,9.533580541610717773e-01,-2.304887304687500000e+04,1.075044921875000000e+03,4.253674351806637333e+00,4.716600000000000250e+02
5.000000000000000000e+00,-2.042435937500000000e+04,1.030000000000000027e+00,8.861326575279235840e-01,-2.304887304687500000e+04,2.624513671875000000e+03,4.253674351806637333e+00,4.716600000000000250e+02
6.000000000000000000e+00,-2.262773046875000000e+04,3.099999999999999978e-01,9.889034628868103027e-01,-2.288163671875000000e+04,2.539062500000000000e+02,1.815355217285155476e+00,5.960099999999999909e+02
6.000000000000000000e+00,-2.090730078125000000e+04,7.699999999999999067e-01,9.137152433395385742e-01,-2.288163671875000000e+04,1.974335937500000000e+03,1.815355217285155476e+00,5.960099999999999909e+02
7.000000000000000000e+00,-1.848344335937500000e+04,4.899999999999999911e-01,7.894229888916015625e-01,-2.341386523437500000e+04,4.930421875000000000e+03,6.703465671386716451e+00,5.977400000000000091e+02
7.000000000000000000e+00,-2.096447656250000000e+04,1.680000000000000160e+00,8.953872323036193848e-01,-2.341386523437500000e+04,2.449388671875000000e+03,6.703465671386716451e+00,5.977400000000000091e+02
8.000000000000000000e+00,-2.094202539062500000e+04,1.449999999999999956e+00,9.063839912414550781e-01,-2.310502539062500000e+04,2.163000000000000000e+03,3.334958935546872283e+00,7.283400000000000318e+02
9.000000000000000000e+00,-1.810350000000000000e+04,6.999999999999999556e-01,7.820021510124206543e-01,-2.315019140625000000e+04,5.046691406250000000e+03,5.048492499999998273e+00,7.804600000000000364e+02
9.000000000000000000e+00,-2.027970898437500000e+04,4.699999999999999734e-01,8.760061264038085938e-01,-2.315019140625000000e+04,2.870482421875000000e+03,5.048492499999998273e+00,7.804600000000000364e+02
1.000000000000000000e+01,-2.040973632812500000e+04,3.689999999999999947e+00,8.804156780242919922e-01,-2.318193164062500000e+04,2.772195312500000000e+03,1.041963891113280738e+01,7.909699999999999136e+02
1.100000000000000000e+01,-2.047573828125000000e+04,2.609999999999999876e+00,8.913831710815429688e-01,-2.297074804687500000e+04,2.495009765625000000e+03,6.704258939208983747e+00,8.162899999999999636e+02
1.200000000000000000e+01,-1.941117773437500000e+04,5.799999999999999600e-01,8.383561968803405762e-01,-2.315385546875000000e+04,3.742677734375000000e+03,2.346151111755371943e+00,8.354600000000000364e+02
1.300000000000000000e+01,-1.991776953125000000e+04,3.400000000000000244e-01,8.600088953971862793e-01,-2.315995703125000000e+04,3.242187500000000000e+03,7.394483203125005844e+00,8.776299999999999955e+02
1.300000000000000000e+01,-2.125887304687500000e+04,3.209999999999999964e+00,9.179150462150573730e-01,-2.315995703125000000e+04,1.901083984375000000e+03,7.394483203125005844e+00,8.776299999999999955e+02
